District,Latitude,Longitude,Address,ConvertedAddress
豊島区,35.73227517,139.70799107,東京都豊島区池袋2丁目5-1,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−5−1"
豊島区,35.73243349,139.70797996,東京都豊島区池袋2丁目5-4,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−5−4"
豊島区,35.73251682,139.70812438,東京都豊島区池袋2丁目5-8,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−5−8"
豊島区,35.73231399,139.70566627,東京都豊島区池袋2丁目19-1,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−19−1"
豊島区,35.73250848,139.7079494,東京都豊島区池袋2丁目5-5,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−5−5"
豊島区,35.73252514,139.7080355,東京都豊島区池袋2丁目5-7,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−5−7"
豊島区,35.7326223,139.70581624,東京都豊島区池袋2丁目20-1,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−20−1"
豊島区,35.73240287,139.70542183,東京都豊島区池袋2丁目19-3,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−19−3"
豊島区,35.73268348,139.70847156,東京都豊島区池袋2丁目8-3,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−8−3"
豊島区,35.73284457,139.708566,東京都豊島区池袋2丁目8-5,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−8−5"
豊島区,35.73263618,139.70569958,東京都豊島区池袋2丁目20-2,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−20−2"
豊島区,35.73244182,139.70810217,東京都豊島区池袋2丁目5-9,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−5−9"
豊島区,35.73274458,139.70862155,東京都豊島区池袋2丁目8-1,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−8−1"
豊島区,35.73267514,139.70860767,東京都豊島区池袋2丁目8-2,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−8−2"
豊島区,35.73281116,139.70576902,東京都豊島区池袋2丁目20-6,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−20−6"
豊島区,35.73225296,139.70811884,東京都豊島区池袋2丁目5-10,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−5−10"
豊島区,35.73294171,139.705894,東京都豊島区池袋2丁目20-8,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−20−8"
豊島区,35.73278617,139.70599677,東京都豊島区池袋2丁目20-10,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−20−10"
豊島区,35.73271401,139.70777162,東京都豊島区池袋2丁目10-3,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−10−3"
豊島区,35.73298892,139.70578845,東京都豊島区池袋2丁目20-7,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−20−7"
豊島区,35.73287505,139.70597177,東京都豊島区池袋2丁目20-9,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−20−9"
豊島区,35.73271952,139.7059329,東京都豊島区池袋2丁目20-11,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−20−11"
豊島区,35.73261397,139.70592734,東京都豊島区池袋2丁目20-12,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−20−12"
豊島区,35.73274179,139.70801327,東京都豊島区池袋2丁目10-1,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−10−1"
豊島区,35.73275842,139.70654396,東京都豊島区池袋2丁目16-2,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−16−2"
豊島区,35.73278622,139.70799938,東京都豊島区池袋2丁目10-2,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−10−2"
豊島区,35.73283896,139.70647451,東京都豊島区池袋2丁目16-3,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−16−3"
豊島区,35.7327695,139.70561625,東京都豊島区池袋2丁目20-5,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−20−5"
豊島区,35.73286677,139.70776329,東京都豊島区池袋2丁目10-6,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−10−6"
豊島区,35.73286956,139.70807437,東京都豊島区池袋2丁目10-8,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−10−8"
豊島区,35.73278067,139.70781885,東京都豊島区池袋2丁目10-7,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−10−7"
豊島区,35.73267509,139.70668561,東京都豊島区池袋2丁目16-1,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−16−1"
豊島区,35.73293894,139.70630508,東京都豊島区池袋2丁目16-4,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−16−4"
豊島区,35.73324447,139.70636061,東京都豊島区池袋2丁目16-11,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−16−11"
豊島区,35.73312503,139.70614119,東京都豊島区池袋2丁目16-8,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−16−8"
豊島区,35.73306948,139.70603287,東京都豊島区池袋2丁目16-7,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−16−7"
豊島区,35.73312226,139.70645784,東京都豊島区池袋2丁目16-12,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−16−12"
豊島区,35.73302504,139.70621619,東京都豊島区池袋2丁目16-5,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−16−5"
豊島区,35.73315559,139.70631062,東京都豊島区池袋2丁目16-9,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−16−9"
豊島区,35.73301394,139.7066356,東京都豊島区池袋2丁目16-13,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−16−13"
豊島区,35.7329834,139.70691057,東京都豊島区池袋2丁目16-15,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−16−15"
豊島区,35.73191408,139.70725226,東京都豊島区池袋2丁目13-2,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−13−2"
豊島区,35.7329473,139.70700502,東京都豊島区池袋2丁目16-16,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−16−16"
豊島区,35.73285563,139.70683559,東京都豊島区池袋2丁目16-18,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−16−18"
豊島区,35.73300284,139.70683558,東京都豊島区池袋2丁目16-14,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−16−14"
豊島区,35.73279453,139.70667449,東京都豊島区池袋2丁目16-19,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−16−19"
豊島区,35.73202518,139.70717448,東京都豊島区池袋2丁目13-5,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−13−5"
豊島区,35.73189464,139.7071106,東京都豊島区池袋2丁目13-3,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−13−3"
豊島区,35.73191686,139.70739114,東京都豊島区池袋2丁目13-1,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−13−1"
豊島区,35.7328723,139.70691892,東京都豊島区池袋2丁目16-17,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−16−17"
豊島区,35.73211962,139.70739391,東京都豊島区池袋2丁目13-7,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−13−7"
豊島区,35.73256951,139.70511074,東京都豊島区池袋2丁目22-2,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−22−2"
豊島区,35.73253063,139.7052413,東京都豊島区池袋2丁目22-1,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−22−1"
豊島区,35.73269171,139.70498575,東京都豊島区池袋2丁目22-4,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−22−4"
豊島区,35.7327917,139.70496909,東京都豊島区池袋2丁目22-5,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−22−5"
豊島区,35.73214739,139.70719947,東京都豊島区池袋2丁目13-6,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−13−6"
豊島区,35.73266672,139.70519407,東京都豊島区池袋2丁目22-7,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−22−7"
豊島区,35.73263617,139.70530518,東京都豊島区池袋2丁目22-8,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−22−8"
豊島区,35.73385544,139.70385247,東京都豊島区池袋2丁目25-4,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−25−4"
豊島区,35.7321224,139.70745223,東京都豊島区池袋2丁目13-8,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−13−8"
豊島区,35.73260283,139.70502742,東京都豊島区池袋2丁目22-3,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−22−3"
豊島区,35.73364991,139.70420801,東京都豊島区池袋2丁目25-1,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−25−1"
豊島区,35.73378879,139.70407189,東京都豊島区池袋2丁目25-3,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−25−3"
豊島区,35.73372491,139.70434687,東京都豊島区池袋2丁目25-10,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−25−10"
豊島区,35.73412207,139.70324695,東京都豊島区池袋2丁目26-5,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−26−5"
豊島区,35.73375546,139.70400246,東京都豊島区池袋2丁目25-2,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−25−2"
豊島区,35.73413595,139.70335528,東京都豊島区池袋2丁目26-4,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−26−4"
豊島区,35.73372214,139.70416356,東京都豊島区池袋2丁目25-9,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−25−9"
豊島区,35.73403319,139.70338028,東京都豊島区池袋2丁目26-3,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−26−3"
豊島区,35.7339721,139.70391913,東京都豊島区池袋2丁目25-7,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−25−7"
豊島区,35.7339582,139.70354693,東京都豊島区池袋2丁目26-1,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−26−1"
豊島区,35.73400541,139.70346917,東京都豊島区池袋2丁目26-2,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−26−2"
豊島区,35.73424983,139.70346082,東京都豊島区池袋2丁目26-8,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−26−8"
豊島区,35.73213072,139.70696338,東京都豊島区池袋2丁目14-1,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−14−1"
豊島区,35.73410818,139.70353582,東京都豊島区池袋2丁目26-9,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−26−9"
豊島区,35.73406097,139.70377747,東京都豊島区池袋2丁目26-11,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−26−11"
